homesite-quote-conversion,D:\crw_data\pd.read_csv\source3644,train.ix[train_sample],train.loc[train_sample],pd.DataFrame.ix,pd.DataFrame.loc
homesite-quote-conversion,D:\crw_data\pd.read_csv\source3644,"train.ix[:, 0:299]","train.iloc[:, 0:299]",pd.DataFrame.ix,pd.DataFrame.iloc
prudential-life-insurance-assessment,D:\crw_data\np.array\source957,np.ones(num_classes),np.empty(num_classes); r2.fill(1),np.ones,np.empty
house-prices-advanced-regression-techniques,D:\crw_data\np.flatnonzero\source1,"test.loc[:, (test.columns != c)]","test.ix[:, (test.columns != c)]",pd.DataFrame.loc,pd.DataFrame.ix
nyc-taxi-trip-duration,D:\crw_data\df.apply\source20,df['pickup_datetime'].apply(lambda x: int(x.split(' ')[0].split('-')[2])),df['pickup_datetime'].map(lambda x: int(x.split(' ')[0].split('-')[2])),pd.Series.apply,pd.Series.map
house-prices-advanced-regression-techniques,D:\crw_data\np.array\source1151,"train.loc[:, 'MSSubClass':'SaleCondition']","train.ix[:, 'MSSubClass':'SaleCondition']",pd.DataFrame.loc,pd.DataFrame.ix
liberty-mutual-group-property-inspection-prediction,D:\crw_data\np.hstack\source48,"np.hstack((x_num_data, vec_x_cat_data))","np.concatenate((x_num_data, vec_x_cat_data), axis=1)",np.hstack,np.concatenate
liberty-mutual-group-property-inspection-prediction,D:\crw_data\np.hstack\source48,"np.hstack((x_num_test, vec_x_cat_test))","np.concatenate((x_num_test, vec_x_cat_test), axis=1)",np.hstack,np.concatenate
titanic,D:\crw_data\np.arange\source167,np.ones(len(age_col['Age'])),np.empty(len(age_col['Age'])); r2.fill(1),np.ones,np.empty
bnp-paribas-cardif-claims-management,D:\crw_data\np.unique\source60,df[columnName].map(lambda y: 1 if y == x else 0),"np.where( df[columnName] == x , 1 ,0)",pd.Series.map,np.where
titanic,D:\crw_data\pd.concat\source499,combined.FamilySize.map(lambda s: 1 if s == 1 else 0),"np.where( combined.FamilySize == 1 , 1 ,0)",pd.Series.map,np.where
titanic,D:\crw_data\pd.concat\source499,combined.FamilySize.map(lambda s: 1 if s > 4 else 0),"np.where( combined.FamilySize > 4 , 1 ,0)",pd.Series.map,np.where
house-prices-advanced-regression-techniques,D:\crw_data\np.append\source20,"np.ones((1460, 1))","np.empty((1460, 1)); r2.fill(1)",np.ones,np.empty
sberbank-russian-housing-market,D:\crw_data\np.array\source1033,"train.ix[bad_index, 'life_sq']","train.loc[bad_index, 'life_sq']",pd.DataFrame.ix,pd.DataFrame.loc
sberbank-russian-housing-market,D:\crw_data\np.array\source1033,"test.ix[equal_index, 'life_sq']","test.loc[equal_index, 'life_sq']",pd.DataFrame.ix,pd.DataFrame.loc
sberbank-russian-housing-market,D:\crw_data\np.array\source1033,"test.ix[bad_index, 'life_sq']","test.loc[bad_index, 'life_sq']",pd.DataFrame.ix,pd.DataFrame.loc
sberbank-russian-housing-market,D:\crw_data\np.array\source1033,"train.ix[bad_index, 'life_sq']","train.loc[bad_index, 'life_sq']",pd.DataFrame.ix,pd.DataFrame.loc
sberbank-russian-housing-market,D:\crw_data\np.array\source1033,"test.ix[bad_index, 'life_sq']","test.loc[bad_index, 'life_sq']",pd.DataFrame.ix,pd.DataFrame.loc
sberbank-russian-housing-market,D:\crw_data\np.array\source1033,"train.ix[bad_index, 'full_sq']","train.loc[bad_index, 'full_sq']",pd.DataFrame.ix,pd.DataFrame.loc
sberbank-russian-housing-market,D:\crw_data\np.array\source1033,"train.ix[kitch_is_build_year, 'kitch_sq']","train.loc[kitch_is_build_year, 'kitch_sq']",pd.DataFrame.ix,pd.DataFrame.loc
sberbank-russian-housing-market,D:\crw_data\np.array\source1033,"train.ix[kitch_is_build_year, 'build_year']","train.loc[kitch_is_build_year, 'build_year']",pd.DataFrame.ix,pd.DataFrame.loc
sberbank-russian-housing-market,D:\crw_data\np.array\source1033,"train.ix[bad_index, 'kitch_sq']","train.loc[bad_index, 'kitch_sq']",pd.DataFrame.ix,pd.DataFrame.loc
sberbank-russian-housing-market,D:\crw_data\np.array\source1033,"test.ix[bad_index, 'kitch_sq']","test.loc[bad_index, 'kitch_sq']",pd.DataFrame.ix,pd.DataFrame.loc
sberbank-russian-housing-market,D:\crw_data\np.array\source1033,"train.ix[bad_index, 'kitch_sq']","train.loc[bad_index, 'kitch_sq']",pd.DataFrame.ix,pd.DataFrame.loc
sberbank-russian-housing-market,D:\crw_data\np.array\source1033,"test.ix[bad_index, 'kitch_sq']","test.loc[bad_index, 'kitch_sq']",pd.DataFrame.ix,pd.DataFrame.loc
sberbank-russian-housing-market,D:\crw_data\np.array\source1033,"train.ix[bad_index, 'full_sq']","train.loc[bad_index, 'full_sq']",pd.DataFrame.ix,pd.DataFrame.loc
sberbank-russian-housing-market,D:\crw_data\np.array\source1033,"test.ix[bad_index, 'full_sq']","test.loc[bad_index, 'full_sq']",pd.DataFrame.ix,pd.DataFrame.loc
sberbank-russian-housing-market,D:\crw_data\np.array\source1033,"train.ix[bad_index, ['life_sq', 'full_sq']]","train.loc[bad_index, ['life_sq', 'full_sq']]",pd.DataFrame.ix,pd.DataFrame.loc
sberbank-russian-housing-market,D:\crw_data\np.array\source1033,"test.ix[bad_index, ['life_sq', 'full_sq']]","test.loc[bad_index, ['life_sq', 'full_sq']]",pd.DataFrame.ix,pd.DataFrame.loc
sberbank-russian-housing-market,D:\crw_data\np.array\source1033,"train.ix[bad_index, 'build_year']","train.loc[bad_index, 'build_year']",pd.DataFrame.ix,pd.DataFrame.loc
sberbank-russian-housing-market,D:\crw_data\np.array\source1033,"test.ix[bad_index, 'build_year']","test.loc[bad_index, 'build_year']",pd.DataFrame.ix,pd.DataFrame.loc
sberbank-russian-housing-market,D:\crw_data\np.array\source1033,"train.ix[bad_index, 'num_room']","train.loc[bad_index, 'num_room']",pd.DataFrame.ix,pd.DataFrame.loc
sberbank-russian-housing-market,D:\crw_data\np.array\source1033,"test.ix[bad_index, 'num_room']","test.loc[bad_index, 'num_room']",pd.DataFrame.ix,pd.DataFrame.loc
sberbank-russian-housing-market,D:\crw_data\np.array\source1033,"train.ix[bad_index, 'num_room']","train.loc[bad_index, 'num_room']",pd.DataFrame.ix,pd.DataFrame.loc
sberbank-russian-housing-market,D:\crw_data\np.array\source1033,"test.ix[bad_index, 'num_room']","test.loc[bad_index, 'num_room']",pd.DataFrame.ix,pd.DataFrame.loc
sberbank-russian-housing-market,D:\crw_data\np.array\source1033,"train.ix[bad_index, ['max_floor', 'floor']]","train.loc[bad_index, ['max_floor', 'floor']]",pd.DataFrame.ix,pd.DataFrame.loc
sberbank-russian-housing-market,D:\crw_data\np.array\source1033,"train.ix[bad_index, 'floor']","train.loc[bad_index, 'floor']",pd.DataFrame.ix,pd.DataFrame.loc
sberbank-russian-housing-market,D:\crw_data\np.array\source1033,"train.ix[bad_index, 'max_floor']","train.loc[bad_index, 'max_floor']",pd.DataFrame.ix,pd.DataFrame.loc
sberbank-russian-housing-market,D:\crw_data\np.array\source1033,"train.ix[bad_index, 'max_floor']","train.loc[bad_index, 'max_floor']",pd.DataFrame.ix,pd.DataFrame.loc
sberbank-russian-housing-market,D:\crw_data\np.array\source1033,"test.ix[bad_index, 'max_floor']","test.loc[bad_index, 'max_floor']",pd.DataFrame.ix,pd.DataFrame.loc
sberbank-russian-housing-market,D:\crw_data\np.array\source1033,"train.ix[bad_index, 'floor']","train.loc[bad_index, 'floor']",pd.DataFrame.ix,pd.DataFrame.loc
sberbank-russian-housing-market,D:\crw_data\np.array\source1033,"train.ix[bad_index, 'state']","train.loc[bad_index, 'state']",pd.DataFrame.ix,pd.DataFrame.loc
titanic,D:\crw_data\pd.read_csv\source1761,train.dot(Theta),"np.tensordot(train,Theta,axes=1)",np.ndarray.dot,np.tensordot
titanic,D:\crw_data\pd.read_csv\source1761,(anstrain - Pred).transpose().dot(train),"np.tensordot((anstrain - Pred).transpose(),train,axes=1)",np.ndarray.dot,np.tensordot
titanic,D:\crw_data\pd.read_csv\source1761,train.dot(Theta),"np.tensordot(train,Theta,axes=1)",np.ndarray.dot,np.tensordot
titanic,D:\crw_data\np.hstack\source92,"df.ix[:, 'Sex':]","df.loc[:, 'Sex':]",pd.DataFrame.ix,pd.DataFrame.loc
titanic,D:\crw_data\np.hstack\source92,"df1.ix[:, ('PassengerId')]","df1.loc[:, ('PassengerId')]",pd.DataFrame.ix,pd.DataFrame.loc
titanic,D:\crw_data\np.hstack\source92,"np.hstack([X, bias])","np.append(X, bias, axis=1)",np.hstack,np.append
titanic,D:\crw_data\np.hstack\source92,"np.hstack([X_test, bias1])","np.append(X_test, bias1, axis=1)",np.hstack,np.append
titanic,D:\crw_data\np.hstack\source92,"np.hstack([Submit, Yhat])","np.append(Submit, Yhat, axis=1)",np.hstack,np.append
titanic,D:\crw_data\np.hstack\source92,"np.hstack([X, bias])","np.concatenate([X, bias], axis=1)",np.hstack,np.concatenate
titanic,D:\crw_data\np.hstack\source92,"np.hstack([X_test, bias1])","np.concatenate([X_test, bias1], axis=1)",np.hstack,np.concatenate
titanic,D:\crw_data\np.hstack\source92,"np.hstack([Submit, Yhat])","np.concatenate([Submit, Yhat], axis=1)",np.hstack,np.concatenate
titanic,D:\crw_data\np.hstack\source92,"np.ones((100, 1))","np.empty((100, 1)); r2.fill(1)",np.ones,np.empty
titanic,D:\crw_data\np.hstack\source92,"np.vstack([X_train, X_class1])","np.concatenate([X_train, X_class1], axis=0)",np.vstack,np.concatenate
titanic,D:\crw_data\np.hstack\source92,"np.vstack([Y_train, Y_class1])","np.concatenate([Y_train, Y_class1], axis=0)",np.vstack,np.concatenate
sberbank-russian-housing-market,D:\crw_data\df.fillna\source33,np.sum(probs ** 2),"np.einsum('i->',probs ** 2)",np.sum,np.einsum
sberbank-russian-housing-market,D:\crw_data\df.fillna\source33,np.sum(probs ** 2),(probs ** 2).sum(),np.sum,np.ndarray.sum
facebook-v-predicting-check-ins,D:\crw_data\df.loc\source268,np.vstack(preds_list),"np.concatenate(preds_list, axis=0)",np.vstack,np.concatenate
santa-gift-matching,D:\crw_data\np.array\source177,np.where(gift_pref[child_id] == gift_id),np.nonzero(gift_pref[child_id] == gift_id),np.where,np.nonzero
sberbank-russian-housing-market,D:\crw_data\pd.read_csv\source3340,"train.ix[bad_index, 'life_sq']","train.loc[bad_index, 'life_sq']",pd.DataFrame.ix,pd.DataFrame.loc
sberbank-russian-housing-market,D:\crw_data\pd.read_csv\source3340,"test.ix[equal_index, 'full_sq']","test.loc[equal_index, 'full_sq']",pd.DataFrame.ix,pd.DataFrame.loc
sberbank-russian-housing-market,D:\crw_data\pd.read_csv\source3340,"test.ix[equal_index, 'life_sq']","test.loc[equal_index, 'life_sq']",pd.DataFrame.ix,pd.DataFrame.loc
sberbank-russian-housing-market,D:\crw_data\pd.read_csv\source3340,"test.ix[bad_index, 'life_sq']","test.loc[bad_index, 'life_sq']",pd.DataFrame.ix,pd.DataFrame.loc
sberbank-russian-housing-market,D:\crw_data\pd.read_csv\source3340,"train.ix[bad_index, 'life_sq']","train.loc[bad_index, 'life_sq']",pd.DataFrame.ix,pd.DataFrame.loc
sberbank-russian-housing-market,D:\crw_data\pd.read_csv\source3340,"test.ix[bad_index, 'life_sq']","test.loc[bad_index, 'life_sq']",pd.DataFrame.ix,pd.DataFrame.loc
sberbank-russian-housing-market,D:\crw_data\pd.read_csv\source3340,"train.ix[bad_index, 'full_sq']","train.loc[bad_index, 'full_sq']",pd.DataFrame.ix,pd.DataFrame.loc
sberbank-russian-housing-market,D:\crw_data\pd.read_csv\source3340,"test.ix[bad_index, 'full_sq']","test.loc[bad_index, 'full_sq']",pd.DataFrame.ix,pd.DataFrame.loc
sberbank-russian-housing-market,D:\crw_data\pd.read_csv\source3340,"train.ix[kitch_is_build_year, 'kitch_sq']","train.loc[kitch_is_build_year, 'kitch_sq']",pd.DataFrame.ix,pd.DataFrame.loc
sberbank-russian-housing-market,D:\crw_data\pd.read_csv\source3340,"train.ix[kitch_is_build_year, 'build_year']","train.loc[kitch_is_build_year, 'build_year']",pd.DataFrame.ix,pd.DataFrame.loc
sberbank-russian-housing-market,D:\crw_data\pd.read_csv\source3340,"train.ix[bad_index, 'kitch_sq']","train.loc[bad_index, 'kitch_sq']",pd.DataFrame.ix,pd.DataFrame.loc
sberbank-russian-housing-market,D:\crw_data\pd.read_csv\source3340,"test.ix[bad_index, 'kitch_sq']","test.loc[bad_index, 'kitch_sq']",pd.DataFrame.ix,pd.DataFrame.loc
sberbank-russian-housing-market,D:\crw_data\pd.read_csv\source3340,"train.ix[bad_index, 'kitch_sq']","train.loc[bad_index, 'kitch_sq']",pd.DataFrame.ix,pd.DataFrame.loc
sberbank-russian-housing-market,D:\crw_data\pd.read_csv\source3340,"test.ix[bad_index, 'kitch_sq']","test.loc[bad_index, 'kitch_sq']",pd.DataFrame.ix,pd.DataFrame.loc
sberbank-russian-housing-market,D:\crw_data\pd.read_csv\source3340,"train.ix[bad_index, 'full_sq']","train.loc[bad_index, 'full_sq']",pd.DataFrame.ix,pd.DataFrame.loc
sberbank-russian-housing-market,D:\crw_data\pd.read_csv\source3340,"test.ix[bad_index, 'full_sq']","test.loc[bad_index, 'full_sq']",pd.DataFrame.ix,pd.DataFrame.loc
sberbank-russian-housing-market,D:\crw_data\pd.read_csv\source3340,"test.ix[bad_index, ['life_sq', 'full_sq']]","test.loc[bad_index, ['life_sq', 'full_sq']]",pd.DataFrame.ix,pd.DataFrame.loc
sberbank-russian-housing-market,D:\crw_data\pd.read_csv\source3340,"train.ix[bad_index, 'build_year']","train.loc[bad_index, 'build_year']",pd.DataFrame.ix,pd.DataFrame.loc
sberbank-russian-housing-market,D:\crw_data\pd.read_csv\source3340,"test.ix[bad_index, 'build_year']","test.loc[bad_index, 'build_year']",pd.DataFrame.ix,pd.DataFrame.loc
sberbank-russian-housing-market,D:\crw_data\pd.read_csv\source3340,"train.ix[bad_index, 'num_room']","train.loc[bad_index, 'num_room']",pd.DataFrame.ix,pd.DataFrame.loc
sberbank-russian-housing-market,D:\crw_data\pd.read_csv\source3340,"test.ix[bad_index, 'num_room']","test.loc[bad_index, 'num_room']",pd.DataFrame.ix,pd.DataFrame.loc
sberbank-russian-housing-market,D:\crw_data\pd.read_csv\source3340,"train.ix[bad_index, 'num_room']","train.loc[bad_index, 'num_room']",pd.DataFrame.ix,pd.DataFrame.loc
sberbank-russian-housing-market,D:\crw_data\pd.read_csv\source3340,"test.ix[bad_index, 'num_room']","test.loc[bad_index, 'num_room']",pd.DataFrame.ix,pd.DataFrame.loc
sberbank-russian-housing-market,D:\crw_data\pd.read_csv\source3340,"train.ix[bad_index, 'floor']","train.loc[bad_index, 'floor']",pd.DataFrame.ix,pd.DataFrame.loc
sberbank-russian-housing-market,D:\crw_data\pd.read_csv\source3340,"train.ix[bad_index, 'max_floor']","train.loc[bad_index, 'max_floor']",pd.DataFrame.ix,pd.DataFrame.loc
sberbank-russian-housing-market,D:\crw_data\pd.read_csv\source3340,"test.ix[bad_index, 'max_floor']","test.loc[bad_index, 'max_floor']",pd.DataFrame.ix,pd.DataFrame.loc
sberbank-russian-housing-market,D:\crw_data\pd.read_csv\source3340,"train.ix[bad_index, 'max_floor']","train.loc[bad_index, 'max_floor']",pd.DataFrame.ix,pd.DataFrame.loc
sberbank-russian-housing-market,D:\crw_data\pd.read_csv\source3340,"test.ix[bad_index, 'max_floor']","test.loc[bad_index, 'max_floor']",pd.DataFrame.ix,pd.DataFrame.loc
sberbank-russian-housing-market,D:\crw_data\pd.read_csv\source3340,"train.ix[bad_index, 'floor']","train.loc[bad_index, 'floor']",pd.DataFrame.ix,pd.DataFrame.loc
sberbank-russian-housing-market,D:\crw_data\pd.read_csv\source3340,"train.ix[bad_index, 'state']","train.loc[bad_index, 'state']",pd.DataFrame.ix,pd.DataFrame.loc
titanic,D:\crw_data\pd.concat\source520,"train_data.ix[:, 1:6]","train_data.iloc[:, 1:6]",pd.DataFrame.ix,pd.DataFrame.iloc
titanic,D:\crw_data\pd.concat\source520,"train_data.ix[:, (0)]","train_data.iloc[:, (0)]",pd.DataFrame.ix,pd.DataFrame.iloc
titanic,D:\crw_data\pd.concat\source520,"test_data.ix[:, 0:5]","test_data.iloc[:, 0:5]",pd.DataFrame.ix,pd.DataFrame.iloc
titanic,D:\crw_data\df.ix\source14,"test_df.ix[0:, 1:]","test_df.iloc[0:, 1:]",pd.DataFrame.ix,pd.DataFrame.iloc
titanic,D:\crw_data\df.ix\source14,"test_df.ix[:, (0)]","test_df.iloc[:, (0)]",pd.DataFrame.ix,pd.DataFrame.iloc
titanic,D:\crw_data\df.ix\source14,"np.c_[passengers, y0.astype(int)]","np.hstack([np.array(passengers).reshape(len(passengers),1), np.array(y0.astype(int)).reshape(len(passengers),1)])",np.c_,np.hstack
kobe-bryant-shot-selection,D:\crw_data\df.apply\source108,"df.apply(lambda row: row['shot_distance'] if row['shot_distance'] < 45 else	    45, axis=1)","np.where( df['shot_distance'] < 45 , df['shot_distance'] ,    45)",pd.DataFrame.apply,np.where
kobe-bryant-shot-selection,D:\crw_data\df.apply\source108,"df.apply(lambda row: 1 if row['time_remaining'] < 3 else 0, axis=1)","np.where( df['time_remaining'] < 3 , 1 ,0)",pd.DataFrame.apply,np.where
kobe-bryant-shot-selection,D:\crw_data\df.apply\source108,"df.apply(lambda row: row['shot_distance'] if row['shot_distance'] < 45 else	    45, axis=1)", df['shot_distance'].apply(lambda row:row if row < 45 else     45),pd.DataFrame.apply,pd.Series.apply
kobe-bryant-shot-selection,D:\crw_data\df.apply\source108,"df.apply(lambda row: 1 if row['time_remaining'] < 3 else 0, axis=1)", df['time_remaining'].apply(lambda row: 1 if row < 3 else 0),pd.DataFrame.apply,pd.Series.apply
kobe-bryant-shot-selection,D:\crw_data\df.apply\source107,"df.apply(lambda row: row['shot_distance'] if row['shot_distance'] < 45 else	    45, axis=1)","np.where( df['shot_distance'] < 45 , df['shot_distance'] ,    45)",pd.DataFrame.apply,np.where
kobe-bryant-shot-selection,D:\crw_data\df.apply\source107,"df.apply(lambda row: 1 if row['time_remaining'] < 3 else 0, axis=1)","np.where( df['time_remaining'] < 3 , 1 ,0)",pd.DataFrame.apply,np.where
kobe-bryant-shot-selection,D:\crw_data\df.apply\source107,"df.apply(lambda row: row['shot_distance'] if row['shot_distance'] < 45 else	    45, axis=1)", df['shot_distance'].apply(lambda row:row if row < 45 else     45),pd.DataFrame.apply,pd.Series.apply
kobe-bryant-shot-selection,D:\crw_data\df.apply\source107,"df.apply(lambda row: 1 if row['time_remaining'] < 3 else 0, axis=1)", df['time_remaining'].apply(lambda row: 1 if row < 3 else 0),pd.DataFrame.apply,pd.Series.apply
kobe-bryant-shot-selection,D:\crw_data\df.apply\source78,"df.apply(lambda row: row['shot_distance'] if row['shot_distance'] < 45 else	    45, axis=1)","np.where( df['shot_distance'] < 45 , df['shot_distance'] ,    45)",pd.DataFrame.apply,np.where
