url,line,originAPI,targetAPI,originTime,targetTime,oAPI,Tapi
https://www.kaggle.com/alpoza/test-titanic,28,"titanic.loc[titanic['Sex'] == 'female', 'Sex']","titanic.ix[titanic['Sex'] == 'female', 'Sex']",0.000788132,0.001835202,pd.DataFrame.loc,pd.DataFrame.ix
https://www.kaggle.com/alpoza/test-titanic,32,"titanic.loc[titanic['Embarked'] == 'S', 'Embarked']","titanic.ix[titanic['Embarked'] == 'S', 'Embarked']",0.000386988,0.00147614,pd.DataFrame.loc,pd.DataFrame.ix
https://www.kaggle.com/alpoza/test-titanic,33,"titanic.loc[titanic['Embarked'] == 'C', 'Embarked']","titanic.ix[titanic['Embarked'] == 'C', 'Embarked']",0.000386517,0.001482385,pd.DataFrame.loc,pd.DataFrame.ix
https://www.kaggle.com/alpoza/test-titanic,34,"titanic.loc[titanic['Embarked'] == 'Q', 'Embarked']","titanic.ix[titanic['Embarked'] == 'Q', 'Embarked']",0.000767034,0.001803675,pd.DataFrame.loc,pd.DataFrame.ix
https://www.kaggle.com/amazone/lightgbm-regressor,25,df['pickup_datetime'].apply(lambda x: int(x.split(' ')[0].split('-')[1])),df['pickup_datetime'].map(lambda x: int(x.split(' ')[0].split('-')[1])),1.161386433,1.164412082,pd.Series.apply,pd.Series.map
https://www.kaggle.com/amazone/lightgbm-regressor,26,df['pickup_datetime'].apply(lambda x: int(x.split(' ')[0].split('-')[2])),df['pickup_datetime'].map(lambda x: int(x.split(' ')[0].split('-')[2])),1.22438407,1.201874174,pd.Series.apply,pd.Series.map
https://www.kaggle.com/amielsy/second-script,39,"train.loc[:, 'MSSubClass':'SaleCondition']","train.ix[:, 'MSSubClass':'SaleCondition']",0.000725932,0.000725386,pd.DataFrame.loc,pd.DataFrame.ix
https://www.kaggle.com/amznit/rf-multilabel-framework-lb-0-022475,39,"np.hstack([train_X, temp_train_X])","np.append(train_X, temp_train_X, axis=1)",0.030738301,0.030861844,np.hstack,np.append
https://www.kaggle.com/amznit/rf-multilabel-framework-lb-0-022475,39,"np.hstack([train_X, temp_train_X])","np.concatenate([train_X, temp_train_X], axis=1)",0.022481208,0.022509736,np.hstack,np.concatenate
https://www.kaggle.com/andrewlin1006/cs145-v1,47,"np.hstack((x_num_test, vec_x_cat_test))","np.append(x_num_test, vec_x_cat_test, axis=1)",0.08398569,0.088896289,np.hstack,np.append
https://www.kaggle.com/andywan/data-import,42,np.ones(len(age_col['Age'])),np.empty(len(age_col['Age'])); r2.fill(1),1.14E-05,9.24E-06,np.ones,np.empty
https://www.kaggle.com/andywan/data-import,42,"np.vstack([age_col['Age'], np.ones(len(age_col['Age']))])","np.column_stack((age_col['Age'].T, np.ones(len(age_col['Age'])).T)).T",7.46E-05,0.000101709,np.vstack,np.column_stack
https://www.kaggle.com/andyxie/titanic-xgboost,69,"data['train'].loc[:, (col)]","data['train'].ix[:, (col)]",2.53E-05,3.46E-05,pd.DataFrame.loc,pd.DataFrame.ix
https://www.kaggle.com/andyxie/titanic-xgboost,71,"data['test'].loc[:, (col)]","data['test'].ix[:, (col)]",2.72E-05,3.31E-05,pd.DataFrame.loc,pd.DataFrame.ix
https://www.kaggle.com/andyxie/titanic-xgboost,144,"data['train'].loc[:, ('Cabin')]","data['train'].ix[:, ('Cabin')]",2.47E-05,4.27E-05,pd.DataFrame.loc,pd.DataFrame.ix
https://www.kaggle.com/andyxie/titanic-xgboost,153,"data['test'].loc[:, ('Cabin')]","data['test'].ix[:, ('Cabin')]",2.09E-05,2.91E-05,pd.DataFrame.loc,pd.DataFrame.ix
https://www.kaggle.com/andyxie/titanic-xgboost,163,"data['train'].loc[(61, 829), 'Embarked']","data['train'].ix[(61, 829), 'Embarked']",0.000423365,0.00049987,pd.DataFrame.loc,pd.DataFrame.ix
https://www.kaggle.com/angadp/trying-for-top-10,31,"dataset.loc[dataset['Family_Size'] == 1, 'isAlone']","dataset.ix[dataset['Family_Size'] == 1, 'isAlone']",0.000426061,0.001832349,pd.DataFrame.loc,pd.DataFrame.ix
https://www.kaggle.com/angadp/trying-for-top-10,131,"dataset.loc[dataset['Fare'] <= 7.91, 'Fare']","dataset.ix[dataset['Fare'] <= 7.91, 'Fare']",0.000436012,0.002773706,pd.DataFrame.loc,pd.DataFrame.ix
